기준일,다운로드 시간,Channel,Content,Type,VIDEO_ID,Views,Likes,Comments,업로드일
2026-09-21,9:00,삼성중공업,🌱성장부터 취업까지 한 번에📌ㅣ📢스마트조선소 AI 전문가 양성과정 5기 모집📢 ㅣ 교육지원 ㅣ 삼성중공업,Shorts,0prLzw2K9II,1269,4,0,2026-05-26
2026-09-21,9:00,삼성중공업,"삼성중공업 인재개발원 개소! ""여기가 두뇌를 만드는 곳입니다.""",Longform,XfX3A06Vpz0,2508,24,0,2026-03-18
2026-09-21,9:00,한화오션,내 전공은 한화오션에서 어디로 이어질까? 🧑‍🏫,Shorts,A-nmmKjYZY0,1459,10,0,2026-09-19
2026-09-21,9:00,한화오션,퇴근하면 바다가 있는 생활 🌊,Shorts,lMaBMhskScg,1844,14,0,2026-09-18
2026-09-21,9:00,한화오션,World's First LNG Carrier with WINGS! The Wind Challenger Is Here,Longform,FZMsOQvgfPg,2092,37,3,2026-09-18
2026-09-21,9:00,한화오션,한화오션 피플로그ㅣ내 전공이 바다를 만난다면?,Longform,vtBUEXYMHtw,8253,41,4,2026-09-14
2026-09-21,9:00,한화오션,20층 아파트만한 돛을 달았더니 바람은 멘탈이 나가버렸습니다. 환장할 노릇이죠. 돛을 단 한화오션LNG선 대항해시대,Longform,4C3rlv9o940,521912,3534,472,2026-08-21
2026-09-21,9:00,한화오션,세상에 나쁜 AI는 없다! 금쪽같은 내 AI를 제대로 써먹는 방법 컨테스트!,Longform,E07WZAEugIw,1443,40,6,2026-07-29
2026-09-21,9:00,한화오션,"멧돼지 vs 귀신, 산악 러닝 중에 마주치면 더 무서운 것은?? 34년 경력 전설의 러너가 알려주는 전설의 고향!",Longform,GZc-7-R8Y2c,4013,78,8,2026-07-22
2026-09-21,9:00,한화오션,Thank you for all people who walked CPSP with Hanwha Ocean,Longform,uZEmSoVv1SY,4503,330,33,2026-07-15
2026-09-21,9:00,한화오션,캐나다 잠수함 사업을 응원해 주신 모든분들께 감사드립니다.,Longform,YZV4zHAjpJM,478768,28882,4214,2026-07-15
2026-09-21,9:00,한화오션,월드컵 경기장보다 큰 탈것? 인류가 만든 가장 큰 '탈것'의 크기,Longform,Vc5WzTMCMgA,2414,42,7,2026-06-26
2026-09-21,9:00,한화손보,"여성을 위한 현실밀착형 보험, 시그니처 여성건강보험",Longform,THps7qnm8cw,169,10,1,2026-09-21
2026-09-21,9:00,한화손보,"어린이보험, 아프기 전 건강관리도 가능할까요?｜검사부터 미리 살피는 한화 건강쑥쑥 어린이보험(무)2608",Shorts,FgfMVDTrl_Q,2513072,5,1,2026-08-25
2026-09-21,9:00,한화손보,"어린이보험, 어떤 보장을 준비해야 할까요?｜질병부터 생활 속 사고까지 한화 건강쑥쑥 어린이보험(무)2608",Shorts,ScF4MCor9Xw,253,2,0,2026-08-25
2026-09-21,9:00,한화손보,"치매보험, 치료비와 간병비 어떻게 준비할까요?｜한화치매간병보험(무) 핵심 보장 4가지",Shorts,4a47E_Gh1J0,316,2,0,2026-08-25
2026-09-21,9:00,한화손보,"집 보험, 32대 가전제품 고장부터 급배수시설 누출까지 | 한화 홈앤라이프 종합보험(무)",Shorts,aAkQ61rlDNw,2623,61,0,2026-08-20
2026-09-21,9:00,한화손보,"여성의 현실 가까이, 임신과 출산 그 안의 고민까지 | 한화 시그니처 여성 건강보험4.0",Shorts,7BWkEG4TO8c,111172,15,9,2026-08-20
2026-09-21,9:00,한화손보,"여성의 현실 가까이, 여성암 진단 이후의 치료까지 | 한화 시그니처 여성 건강보험4.0",Shorts,ZiwX_U3gxa0,92458,7,2,2026-08-20
2026-09-21,9:00,한화손보,"여성의 현실 가까이, 갱년기 그 이후의 건강까지 | 한화 시그니처 여성 건강보험4.0",Shorts,86UadVNH5T8,114036,8,4,2026-08-20
2026-09-21,9:00,한화손보,"여성의 현실 가까이, 임신과 출산 그 안의 고민까지 | 한화 시그니처 여성 건강보험4.0",Shorts,8_47huSPGkM,3891654,60,81,2026-08-20
2026-09-21,9:00,한화손보,"여성의 현실 가까이, 여성암 진단 이후의 치료까지 | 한화 시그니처 여성 건강보험4.0",Shorts,f9HrrBUNuXw,4608387,62,48,2026-08-20
