기준일,다운로드 시간,Channel,Content,Type,VIDEO_ID,Views,Likes,Comments,업로드일
2026-09-14,9:00,CJ Careers,"[TEAM OLIVE YOUNG : 비하인드 더 프로젝트] 올리브영 이제 월클이다. BTS, 봉준호, 손흥민, 올리브영 Let's Go! 🕺| 올리브영 글로벌 페스타 비하인드",Longform,quOdnXurH7g,466,3,0,2026-07-21
2026-09-14,9:00,CJ Careers,"[TEAM OLIVE YOUNG : 비하인드 더 프로젝트] 올리브영 이제 월클이다. BTS, 봉준호, 손흥민, 올리브영 Let's Go! 🕺| 올리브영 글로벌 페스타 비하인드",Longform,XdsOlPrU0UA,435,2,0,2026-07-21
2026-09-14,9:00,CJ Careers,"[TEAM OLIVE YOUNG : 비하인드 더 프로젝트] 올리브영 이제 월클이다. BTS, 봉준호, 손흥민, 올리브영 Let's Go! 🕺| 올리브영 글로벌 페스타 비하인드",Longform,8byTVWRVQGQ,957,10,0,2026-07-15
2026-09-14,9:00,CJ Careers,"[올리브영.zip] 압축해제ㅣ올리브영 PM들이 건강한 프로덕트를 만드는 방법, 압 축 해 제!",Longform,j28zCJjNqoA,1456,9,0,2026-06-26
2026-09-14,9:00,CJ Careers,[영메이커 CLOSE UP👀✨] 프로덕트센터 궁금해하지마 그거 어떻게 하는건데..😝ㅣCJ올리브영 프로덕트 센터 A to Z 살펴보기,Longform,73_myNoPkEI,1060,9,1,2026-06-26
2026-09-14,9:00,CJ Careers,"[메이킹 필름] 신입 ONLYONES, 카메라 밖에서 전하는 응원 메세지❤️",Longform,zEtO-c5dMJU,4494,18,1,2026-03-26
2026-09-14,9:00,CJ Careers,CJ올리브영 신입사원이 공개하는 채용전형 준비 A to Z | CJ올리브영,Longform,ws_Ej89KVUQ,11615,154,-,2026-03-25
2026-09-14,9:00,CJ Careers,[배요환 셰프님]의 영상통화가 도착했습니다📞 | 2026 CJ그룹 신입사원 모집,Shorts,aQQT9z5KjeE,12629,19,0,2026-03-25
2026-09-14,9:00,CJ Careers,[김호영 배우님]의 영상통화가 도착했습니다📞 | 2026 CJ그룹 신입사원 모집,Shorts,6ZI_ZHqa2f8,16204,30,0,2026-03-25
2026-09-14,9:00,CJ Careers,"CJ에서 만나요✨ | 안녕, ONLYONES👋",Shorts,fcSLgSu8tU0,8046,12,0,2026-03-25
2026-09-14,9:00,HD현대,"[ENG sub] HD테크 | 발전엔진 | 바다에서 검증된 선박 발전용 엔진, AI 전력난의 해법이 되다",Longform,stDRQWkZitc,1072,17,5,2026-09-11
2026-09-14,9:00,HD현대,큰 일하는 큰 회사에서 큰 사람 모십니다 | 2026년 하반기 HD현대 신입사원 채용,Shorts,rCwgA4hfxvE,892969,33,0,2026-09-01
2026-09-14,9:00,HD현대,"팀 K리그팬 vs 맨시티팬, 직장 동료 맞습니다 ⚽️🔥 HD현대 직원들의 2026 쿠팡플레이 시리즈 직관 브이로그 (feat. 피터 빈트)",Longform,B7fw-boQMmc,1950,25,4,2026-08-28
2026-09-14,9:00,HD현대,⚽️축구 꿈나무들에게 찾아온 최고의 하루ㅣ드림플레이어 아이들의 특별한 여름방학 ✨ (feat. 팀 K리그 vs 맨시티 경기 직관),Longform,EyO0PYoSHmU,7015,31,8,2026-08-21
2026-09-14,9:00,HD현대,"단기 성과보다 10년·20년 뒤를 본다, HD현대 사장단 회의",Shorts,m2H15EGD-Y8,2781,38,3,2026-08-14
2026-09-14,9:00,HD현대,무더위 싹 날리는 특급 당 충전 | HD현대가 ROTC 후보생 여러분을 응원 합니다.,Longform,3vLi42bNnr4,13308,36,4,2026-08-14
2026-09-14,9:00,HD현대,태양의 힘을 지상에 구현하는 K-조선,Longform,bb_arqi9QA8,2231,31,4,2026-08-07
2026-09-14,9:00,HD현대,글로벌 태양광 기업들 중 재무 건전성이 가장 높은 기업은 어디일까요?🥇,Longform,yj3m-0qiFe8,2459,14,2,2026-07-30
2026-09-14,9:00,HD현대,"HD현대 MZ봉사단ㅣ벽을 넘어 마음을 칠하다, 가족과 함께 색칠한 특별한 하루",Longform,sP9ZHbJj_Gc,9579,22,7,2026-07-24
2026-09-14,9:00,HD현대,"[HD팀터뷰] EP.03 찌릿, 짜릿, 쫄깃한 영업팀 일상 ⚡️ (Feat. 대한민국 수출역군)ㅣHD현대일렉트릭 전력해외영업2부",Longform,l7NrvesxvUs,32276,31,2,2026-07-17
2026-09-14,9:00,SK하이닉스 [SK hynix],📍SK하이닉스 앰버서더 랩(Lab)ㅣ아이들이 그리는 반도체?,Shorts,zIyShSUsrRA,1424,0,0,2026-09-11
2026-09-14,9:00,SK하이닉스 [SK hynix],"📍SK하이닉스 앰버서더 랩(Lab)ㅣ반도체, 아이들에게 물어봤습니다",Longform,srlHPtzExnM,2595,10,0,2026-09-11
2026-09-14,9:00,SK하이닉스 [SK hynix],📍SK하이닉스 앰버서더 랩(Lab)ㅣ아이들은 반도체에 대해 얼마나 알까?,Shorts,ZRW9lAC4P9s,1710,3,0,2026-09-11
2026-09-14,9:00,SK하이닉스 [SK hynix],📍SK하이닉스 앰버서더 랩(Lab)ㅣ종이 한 장으로 포토 공정 설명하기,Longform,vGezikwh9XE,1494,4,1,2026-09-11
2026-09-14,9:00,SK하이닉스 [SK hynix],📍SK하이닉스 앰버서더 랩(Lab)ㅣChip Chat with SK hynix 🎙️💾,Shorts,nSsCmBWMW8M,890,12,0,2026-09-11
2026-09-14,9:00,SK하이닉스 [SK hynix],"Social Value Connect, SOVAC 2026 사전등록 오픈✅",Shorts,TSCE_NtzdgI,2214,8,0,2026-09-09
2026-09-14,9:00,SK하이닉스 [SK hynix],"SK hynix Charts Its Direction at the 2026 Future Forum—""Now Is the Golden Time to Leap Forward""",Shorts,YULZb6r29IY,1267,0,0,2026-09-09
2026-09-14,9:00,SK하이닉스 [SK hynix],"SK하이닉스, ‘2026 미래포럼’에서 사업 · 기술 방향성 모색 “지금이 도약의 골든 타임”",Shorts,XBli0r_xTMk,773,4,0,2026-09-09
2026-09-14,9:00,SK하이닉스 [SK hynix],"[하이피디아 4편 – 양산관리] 팹의 생산 흐름을 조율하는 키, 'TAT' ⏱️",Longform,z_HBvATC-VQ,2604,20,1,2026-09-07
2026-09-14,9:00,SK하이닉스 [SK hynix],"거대한 팹의 판을 짜는, 제조 현장의 마스터키 [양산관리] | N잡러2 EP.4",Longform,RwGn98VuPDQ,11408,86,4,2026-09-07
2026-09-14,9:00,현대자동차 채용,[Team Hyundai Talk Live] 선배사원 Talk,Longform,ZDaPbrJcfjk,13330,69,2,2026-09-04
2026-09-14,9:00,현대자동차 채용,[Team Hyundai Talk Live] 채용담당자 Talk,Longform,F6Q5kA8595k,32957,193,9,2026-09-04
2026-09-14,9:00,현대자동차 채용,[Team Hyundai Talk Live] 사업/기획 & 경영지원 인사담당자 Talk,Longform,sch9eRdbq8A,12717,141,2,2026-03-27
2026-09-14,9:00,현대자동차 채용,[Team Hyundai Talk Live] 연구개발 & 생산/제조 인사담당자 Talk,Longform,FLiu525pvNM,24106,276,11,2026-03-27
2026-09-14,9:00,현대자동차 채용,[Team Hyundai 직무 인터뷰] 공정 최적화와 데이터 기반의 전략을 세우는 소재생산관리 직무,Longform,x9QfOkqKgl8,2006,19,2,2025-12-17
2026-09-14,9:00,현대자동차 채용,[Team Hyundai 직무 인터뷰] 신뢰를 기반으로 현안 대응과 소통을 담당하는 노사기획 직무,Longform,qTfUNyAPu3M,1316,10,1,2025-12-17
2026-09-14,9:00,현대자동차 채용,[Team Hyundai 직무 인터뷰] 고성능 엔진 개발과 설계를 담당하는 엔진설계 직무,Longform,pDuPuUZImCE,1682,22,1,2025-10-31
2026-09-14,9:00,현대자동차 채용,[Team Hyundai 직무 인터뷰] 주행 안정성과 승차감을 연구하는 MLV샤시설계 직무,Longform,cnu1dzOVxUE,1290,21,0,2025-10-31
2026-09-14,9:00,현대자동차 채용,[Team Hyundai 직무 인터뷰] 수소사업 전략과 개발을 이끄는 수소사업추진 직무,Longform,thZQDFuqo08,1440,21,0,2025-10-30
2026-09-14,9:00,현대자동차 채용,[Team Hyundai 직무 인터뷰] 충돌 사고에 대비해 승객의 안전을 책임지는 안전시스템제어설계 직무,Longform,KFGNh_9yS8o,944,8,1,2025-10-29
2026-09-14,9:00,LG에너지솔루션 [LG Energy Solution],"[Making Every Possibility] 활성화 공정, 각형 배터리의 품질을 높이는 기술!",Longform,mk6BzBLUJAY,117662,602,0,2026-09-11
2026-09-14,9:00,LG에너지솔루션 [LG Energy Solution],[Empower Cast] LG에너지솔루션의 8월에는 무슨일이 있었을까요? | 2026년 8월 주요 소식,Longform,zCW4haoyizI,98347,18,0,2026-09-02
2026-09-14,9:00,LG에너지솔루션 [LG Energy Solution],[Powering Everything] 거대한 선박을 배터리로 움직인다? 선박 전동화의 비밀!,Longform,-NEz4r0uw84,273511,10381,8,2026-08-14
2026-09-14,9:00,LG에너지솔루션 [LG Energy Solution],[Empower Cast] LG에너지솔루션의 7월에는 무슨일이 있었을까요? | 2026년 7월 주요 소식,Longform,VtylzsBa3CE,107225,13,0,2026-08-05
2026-09-14,9:00,LG에너지솔루션 [LG Energy Solution],"[ESSence Ep. 5] ESS의 잠재력을 끌어올리는 스마트한 운영 기술, AEROS™",Longform,QyK-bFsrWD8,144677,4666,5,2026-07-16
2026-09-14,9:00,LG에너지솔루션 [LG Energy Solution],"[배터리리포트] 배터리 제조 경쟁력을 높이는 기술, 배터리를 정밀하게 연결하는 웰딩 공정",Longform,zqDsg6P1pm4,107114,15,0,2026-07-08
2026-09-14,9:00,LG에너지솔루션 [LG Energy Solution],[Empower Cast] 비즈니스 영어 팟캐스트 : LG에너지솔루션 6월 뉴스,Longform,COM3guEwdtY,15009,10,0,2026-07-02
2026-09-14,9:00,LG에너지솔루션 [LG Energy Solution],[ESSence Ep. 4] 배터리로 돈을 번다? 에너지 저장을 넘어 수익 창출까지! ESS의 진화,Longform,D01NS8gd1-A,116442,627,0,2026-06-19
2026-09-14,9:00,LG에너지솔루션 [LG Energy Solution],[Powering Everything] 하늘을 나는 배터리?! UAM의 핵심 기술,Longform,Ek6z78HLGpE,197493,9413,11,2026-06-05
2026-09-14,9:00,LG에너지솔루션 [LG Energy Solution],"[ESSence Ep. 3] 주파수를 맞춘다고? 전력망 안정화의 핵심, ESS!",Longform,KtnexslZIgQ,160241,1866,1,2026-05-22
2026-09-14,9:00,LG전자 채용,인턴 없이 HR 직무 합격한 썰,Longform,FUV9343n7yc,1562,19,0,2026-08-24
2026-09-14,9:00,LG전자 채용,공대생이야? 학점보다 더 중요한 건,Longform,H59a7dXOHzY,1605,11,0,2026-08-24
2026-09-14,9:00,LG전자 채용,LG전자 구매팀 자소서가 궁금해,Longform,Xe0ONIAL0Ak,1303,23,0,2026-08-24
2026-09-14,9:00,LG전자 채용,POV : 전기전자 현직자가 취준생으로 돌아갔다,Longform,TQxwFbiPkxc,1139,18,6,2026-08-24
2026-09-14,9:00,LG전자 채용,"생산기술 직무, 대학원 필수에요?",Longform,mwDurt7i3HY,1674,17,4,2026-08-24
2026-09-14,9:00,LG전자 채용,전략기획팀 면접? 이렇게 하면 합격이야,Longform,b98C03aWjn0,703,13,0,2026-08-24
2026-09-14,9:00,LG전자 채용,네? 제가 Finance 체질이라고요?,Longform,o5EoNXJ1Kdw,752,12,0,2026-08-24
2026-09-14,9:00,LG전자 채용,"SCM 취준, 이것부터 준비해",Longform,chDO_d91TRo,1053,24,1,2026-08-24
2026-09-14,9:00,LG전자 채용,생각해보니 품질 직무로 지원하겠습니다,Longform,i-6uUzcAxAQ,1377,18,1,2026-08-24
2026-09-14,9:00,LG전자 채용,"영업직, 전공과 학점 중요한가요?",Longform,vblD_qT4PqM,1551,9,0,2026-08-24
2026-09-14,9:00,GS건설,이산화탄소로 나프타 생산 상용화,Shorts,R7fXbwTNsKw,79724,221,0,2026-09-08
2026-09-14,9:00,GS건설,원유 한 방울 없이 휘발유를 만드는 방법,Shorts,n7qx6S-7hMA,76020,129,0,2026-09-08
2026-09-14,9:00,GS건설,"""농사는 포기한 땅이었어요"" 버려진 염해 농지가 마을 수익원이 된 이유",Longform,mOtOst1Y19w,84359,56,5,2026-09-03
2026-09-14,9:00,GS건설,겉만 봐서 모르는 대한민국 0.01% 아파트,Shorts,DaiJ7FgjNrQ,4198,29,1,2026-08-31
2026-09-14,9:00,GS건설,"레고 2,647만 배 블록 쌓아 공동주택 짓기",Shorts,aeDtU6me0Ww,62833,58,4,2026-08-12
2026-09-14,9:00,GS건설,"비싸도 너무 비싼 기름 값, 답답해서 진짜로 만들었습니다",Longform,ujX6yCOjgQw,162306,365,52,2026-08-11
2026-09-14,9:00,GS건설,"""이번엔 국내 최고층 도전입니다"" 아파트 다음 데이터센터까지!",Longform,uTLn9Zpvp9g,434799,3519,516,2026-07-27
2026-09-14,9:00,GS건설,샛누런 서해 바닷물 민물로 바꿔볼게요,Longform,jrV2wdGq3os,75970,186,4,2026-06-23
2026-09-14,9:00,GS건설,서해 바닷물 20만 톤 정수해서 마셔보기,Longform,rLXb4ULIbxg,62171,363,22,2026-06-17
2026-09-14,9:00,GS건설,초대형 바닷물 정수기 대한민국 최초로 만들어봤습니다,Longform,fupHaRcBX6k,431484,3212,462,2026-06-05
2026-09-14,9:00,롯데백화점,롯데백화점 앰배서더 2기 발대식,Shorts,IazR3mCeucw,4266,22,0,2026-09-10
2026-09-14,9:00,롯데백화점,부산본점 디저트 페어ㅣ롯데백화점,Shorts,WB7yGGRaGsc,6609,30,0,2026-09-08
2026-09-14,9:00,롯데백화점,돌체앤가바나 부산본점 오픈ㅣ롯데백화점,Shorts,91BTO_fGCHc,5782,22,0,2026-09-08
2026-09-14,9:00,롯데백화점,직구터뷰 패션위크 편 | 롯데백화점,Longform,s4MN16_DWxE,22123,57,0,2026-09-04
2026-09-14,9:00,롯데백화점,2027 S/S 서울패션위크ㅣ롯데백화점,Shorts,UkYF7ZlRWRg,8056,31,0,2026-09-04
2026-09-14,9:00,롯데백화점,추석 즐기는 5가지 방법ㅣ롯데백화점,Shorts,8tA-neW2As8,5597,9,0,2026-09-04
2026-09-14,9:00,롯데백화점,2926 추석마중 와인ㅣ롯데백화점,Longform,h07GsAac7jo,12887,9,0,2026-09-03
2026-09-14,9:00,롯데백화점,2026 추석마중 신선ㅣ롯데백화점,Longform,LicCa_o-4I4,14903,6,0,2026-09-03
2026-09-14,9:00,롯데백화점,2026 추석마중 그로서리ㅣ롯데백화점,Shorts,jBMwgtMAPQE,16415,8,0,2026-09-03
2026-09-14,9:00,롯데백화점,월간미식ㅣep.6 후추,Shorts,vVIQ2o2Tf60,26121,66,0,2026-09-02
2026-09-14,9:00,삼성중공업,[Samsung Heavy Industries Brand Film] Drawing a New Line to Set a New Standard,Longform,-NxnGkI-pyo,870,9,0,2026-09-02
2026-09-14,9:00,삼성중공업,[삼성중공업 홍보영상] 세상의 기준이 되는 선(船)을 그리다,Longform,4eAk16TZuho,1695,16,0,2026-09-02
2026-09-14,9:00,삼성중공업,"""애사비부터 해바라기까지, 삼성중공업 프로 가방 털기""",Longform,A8g7kuMQeKs,1278,28,18,2026-08-26
2026-09-14,9:00,삼성중공업,삼성중공업 캡슐뽑기 직터뷰!,Longform,rtvSwFzu1UE,1160,13,0,2026-08-26
2026-09-14,9:00,삼성중공업,삼성중공업 부산 R&D 센터 완전 정복!,Longform,PH9TbyA0kdM,971,104,4,2026-08-26
2026-09-14,9:00,삼성중공업,안녕하세요삼성중공업입니다잘부탁드립니다 ㅣ 삼성중공업 신입사원 입문교육✏️,Longform,mOBLipDBmQM,6379,73,9,2026-08-13
2026-09-14,9:00,삼성중공업,SVISION (360° Surround View Monitoring System),Longform,_MpO1L1asOo,526,3,0,2026-07-14
2026-09-14,9:00,삼성중공업,초록숲 피크닉 VLOG🌿 | 거제~ 야호!💖 삼성중공업 사외조달팀의 하루,Longform,pXWsRZ5LLA0,761,13,2,2026-07-08
2026-09-14,9:00,삼성중공업,🌱성장부터 취업까지 한 번에📌ㅣ📢스마트조선소 AI 전문가 양성과정 5기 모집📢 ㅣ 교육지원 ㅣ 삼성중공업,Shorts,0prLzw2K9II,1191,4,0,2026-05-26
2026-09-14,9:00,삼성중공업,"삼성중공업 인재개발원 개소! ""여기가 두뇌를 만드는 곳입니다.""",Longform,XfX3A06Vpz0,2477,23,0,2026-03-18
2026-09-14,9:00,한화오션,20층 아파트만한 돛을 달았더니 바람은 멘탈이 나가버렸습니다. 환장할 노릇이죠. 돛을 단 한화오션LNG선 대항해시대,Longform,4C3rlv9o940,381076,3175,440,2026-08-21
2026-09-14,9:00,한화오션,세상에 나쁜 AI는 없다! 금쪽같은 내 AI를 제대로 써먹는 방법 컨테스트!,Longform,E07WZAEugIw,1370,40,6,2026-07-29
2026-09-14,9:00,한화오션,"멧돼지 vs 귀신, 산악 러닝 중에 마주치면 더 무서운 것은?? 34년 경력 전설의 러너가 알려주는 전설의 고향!",Longform,GZc-7-R8Y2c,3989,78,8,2026-07-22
2026-09-14,9:00,한화오션,Thank you for all people who walked CPSP with Hanwha Ocean,Longform,uZEmSoVv1SY,4477,331,33,2026-07-15
2026-09-14,9:00,한화오션,캐나다 잠수함 사업을 응원해 주신 모든분들께 감사드립니다.,Longform,YZV4zHAjpJM,478404,28871,4221,2026-07-15
2026-09-14,9:00,한화오션,월드컵 경기장보다 큰 탈것? 인류가 만든 가장 큰 '탈것'의 크기,Longform,Vc5WzTMCMgA,2367,42,7,2026-06-26
2026-09-14,9:00,한화오션,"KSS-3, Korean Submarine Showcased at CANSEC 2026 for Canada's Maritime Defence",Longform,Wu8kzQqUyY4,6551,190,21,2026-06-18
2026-09-14,9:00,한화오션,한화이글스 승리 요정된 조선의 '명장',Longform,2mXvIOI50Ig,1985,28,0,2026-04-29
2026-09-14,9:00,한화오션,"이지스함 vs 구축함, 충격적인 차이점을 알려줌 (feat.호위함 초계함)",Longform,VyfgK5Tc7WQ,414361,3748,205,2026-04-28
2026-09-14,9:00,한화오션,집 앞에서 열리는 음악축제 '오션하모니',Longform,dvfU0ivshxU,2234,31,2,2026-04-28
2026-09-14,9:00,한화손보,"어린이보험, 아프기 전 건강관리도 가능할까요?｜검사부터 미리 살피는 한화 건강쑥쑥 어린이보험(무)2608",Shorts,FgfMVDTrl_Q,1645500,3,1,2026-08-25
2026-09-14,9:00,한화손보,"어린이보험, 어떤 보장을 준비해야 할까요?｜질병부터 생활 속 사고까지 한화 건강쑥쑥 어린이보험(무)2608",Shorts,ScF4MCor9Xw,232,2,0,2026-08-25
2026-09-14,9:00,한화손보,"치매보험, 치료비와 간병비 어떻게 준비할까요?｜한화치매간병보험(무) 핵심 보장 4가지",Shorts,4a47E_Gh1J0,295,2,0,2026-08-25
2026-09-14,9:00,한화손보,"집 보험, 32대 가전제품 고장부터 급배수시설 누출까지 | 한화 홈앤라이프 종합보험(무)",Shorts,aAkQ61rlDNw,2600,61,0,2026-08-20
2026-09-14,9:00,한화손보,"여성의 현실 가까이, 임신과 출산 그 안의 고민까지 | 한화 시그니처 여성 건강보험4.0",Shorts,7BWkEG4TO8c,88931,15,9,2026-08-20
2026-09-14,9:00,한화손보,"여성의 현실 가까이, 여성암 진단 이후의 치료까지 | 한화 시그니처 여성 건강보험4.0",Shorts,ZiwX_U3gxa0,73031,7,2,2026-08-20
2026-09-14,9:00,한화손보,"여성의 현실 가까이, 갱년기 그 이후의 건강까지 | 한화 시그니처 여성 건강보험4.0",Shorts,86UadVNH5T8,82761,8,4,2026-08-20
2026-09-14,9:00,한화손보,"여성의 현실 가까이, 임신과 출산 그 안의 고민까지 | 한화 시그니처 여성 건강보험4.0",Shorts,8_47huSPGkM,3212653,60,81,2026-08-20
2026-09-14,9:00,한화손보,"여성의 현실 가까이, 여성암 진단 이후의 치료까지 | 한화 시그니처 여성 건강보험4.0",Shorts,f9HrrBUNuXw,3855578,61,48,2026-08-20
2026-09-14,9:00,한화손보,"여성의 현실 가까이, 갱년기 그 이후의 건강까지 | 한화 시그니처 여성 건강보험4.0",Shorts,7UjWjujIdNs,3969437,84,70,2026-08-20
2026-09-15,9:00,CJ Careers,CJ ENM 커머스부문 직무 체험 브이로그ㅣ워크온에어 [MD편] (CJ온스타일)ㅣ이중생활 MD를 찾다🎤,Longform,lHqlSgwE0xk,70,11,0,2026-09-15
2026-09-15,9:00,CJ Careers,CJ ENM 커머스부문 직무 체험 브이로그ㅣ워크온에어 [PD편](CJ온스타일)ㅣPD는 미팅중독자(?)🤫,Longform,rl_rezb42xk,31,8,0,2026-09-15
2026-09-15,9:00,CJ Careers,쉿...! 최초 공개할게요🤫ㅣCJ ENM 커머스부문 임직원이 들려주는 CJ온스타일에 입사하면 좋은 점💜,Shorts,_UIm2xt8vFw,94,10,0,2026-09-15
2026-09-15,9:00,CJ Careers,"🤷‍♀️CJ온스타일 MD, PD, 마케터는 어떻게 일할까?👀ㅣCJ ENM 커머스부문 신입사원 셋로그🐣",Shorts,3ln3AZ9gtjA,287,14,0,2026-09-15
2026-09-15,9:00,CJ Careers,"연애하러 왔는데… 취업하라고요?💘 |  [어느 날, 신입사원에게 7명의 선배가 생겼다?!] | 메인예고",Longform,s_TO_PKc8ig,3347,29,7,2026-09-14
2026-09-15,9:00,CJ Careers,"[TEAM OLIVE YOUNG : 비하인드 더 프로젝트] 올리브영 이제 월클이다. BTS, 봉준호, 손흥민, 올리브영 Let's Go! 🕺| 올리브영 글로벌 페스타 비하인드",Longform,quOdnXurH7g,467,3,0,2026-07-21
2026-09-15,9:00,CJ Careers,"[TEAM OLIVE YOUNG : 비하인드 더 프로젝트] 올리브영 이제 월클이다. BTS, 봉준호, 손흥민, 올리브영 Let's Go! 🕺| 올리브영 글로벌 페스타 비하인드",Longform,XdsOlPrU0UA,436,2,0,2026-07-21
2026-09-15,9:00,CJ Careers,"[TEAM OLIVE YOUNG : 비하인드 더 프로젝트] 올리브영 이제 월클이다. BTS, 봉준호, 손흥민, 올리브영 Let's Go! 🕺| 올리브영 글로벌 페스타 비하인드",Longform,8byTVWRVQGQ,979,10,0,2026-07-15
2026-09-15,9:00,CJ Careers,"[올리브영.zip] 압축해제ㅣ올리브영 PM들이 건강한 프로덕트를 만드는 방법, 압 축 해 제!",Longform,j28zCJjNqoA,1460,9,0,2026-06-26
2026-09-15,9:00,CJ Careers,[영메이커 CLOSE UP👀✨] 프로덕트센터 궁금해하지마 그거 어떻게 하는건데..😝ㅣCJ올리브영 프로덕트 센터 A to Z 살펴보기,Longform,73_myNoPkEI,1068,9,1,2026-06-26
2026-09-15,9:00,HD현대,"[ENG sub] HD테크 | 발전엔진 | 바다에서 검증된 선박 발전용 엔진, AI 전력난의 해법이 되다",Longform,stDRQWkZitc,11634,20,6,2026-09-11
2026-09-15,9:00,HD현대,큰 일하는 큰 회사에서 큰 사람 모십니다 | 2026년 하반기 HD현대 신입사원 채용,Shorts,rCwgA4hfxvE,1056673,33,0,2026-09-01
2026-09-15,9:00,HD현대,"팀 K리그팬 vs 맨시티팬, 직장 동료 맞습니다 ⚽️🔥 HD현대 직원들의 2026 쿠팡플레이 시리즈 직관 브이로그 (feat. 피터 빈트)",Longform,B7fw-boQMmc,5287,25,4,2026-08-28
2026-09-15,9:00,HD현대,⚽️축구 꿈나무들에게 찾아온 최고의 하루ㅣ드림플레이어 아이들의 특별한 여름방학 ✨ (feat. 팀 K리그 vs 맨시티 경기 직관),Longform,EyO0PYoSHmU,7025,31,8,2026-08-21
2026-09-15,9:00,HD현대,"단기 성과보다 10년·20년 뒤를 본다, HD현대 사장단 회의",Shorts,m2H15EGD-Y8,2799,38,3,2026-08-14
2026-09-15,9:00,HD현대,무더위 싹 날리는 특급 당 충전 | HD현대가 ROTC 후보생 여러분을 응원 합니다.,Longform,3vLi42bNnr4,13324,36,4,2026-08-14
2026-09-15,9:00,HD현대,태양의 힘을 지상에 구현하는 K-조선,Longform,bb_arqi9QA8,2239,31,4,2026-08-07
2026-09-15,9:00,HD현대,글로벌 태양광 기업들 중 재무 건전성이 가장 높은 기업은 어디일까요?🥇,Longform,yj3m-0qiFe8,2460,14,2,2026-07-30
2026-09-15,9:00,HD현대,"HD현대 MZ봉사단ㅣ벽을 넘어 마음을 칠하다, 가족과 함께 색칠한 특별한 하루",Longform,sP9ZHbJj_Gc,9581,22,7,2026-07-24
2026-09-15,9:00,HD현대,"[HD팀터뷰] EP.03 찌릿, 짜릿, 쫄깃한 영업팀 일상 ⚡️ (Feat. 대한민국 수출역군)ㅣHD현대일렉트릭 전력해외영업2부",Longform,l7NrvesxvUs,32289,31,2,2026-07-17
2026-09-15,9:00,SK하이닉스 [SK hynix],📍SK하이닉스 앰버서더 랩(Lab)ㅣ아이들이 그리는 반도체?,Shorts,zIyShSUsrRA,1771,1,0,2026-09-11
2026-09-15,9:00,SK하이닉스 [SK hynix],"📍SK하이닉스 앰버서더 랩(Lab)ㅣ반도체, 아이들에게 물어봤습니다",Longform,srlHPtzExnM,3442,12,0,2026-09-11
2026-09-15,9:00,SK하이닉스 [SK hynix],📍SK하이닉스 앰버서더 랩(Lab)ㅣ아이들은 반도체에 대해 얼마나 알까?,Shorts,ZRW9lAC4P9s,1694,4,0,2026-09-11
2026-09-15,9:00,SK하이닉스 [SK hynix],📍SK하이닉스 앰버서더 랩(Lab)ㅣ종이 한 장으로 포토 공정 설명하기,Longform,vGezikwh9XE,1502,5,1,2026-09-11
2026-09-15,9:00,SK하이닉스 [SK hynix],📍SK하이닉스 앰버서더 랩(Lab)ㅣChip Chat with SK hynix 🎙️💾,Shorts,nSsCmBWMW8M,933,12,0,2026-09-11
2026-09-15,9:00,SK하이닉스 [SK hynix],"Social Value Connect, SOVAC 2026 사전등록 오픈✅",Shorts,TSCE_NtzdgI,2402,10,0,2026-09-09
2026-09-15,9:00,SK하이닉스 [SK hynix],"SK hynix Charts Its Direction at the 2026 Future Forum—""Now Is the Golden Time to Leap Forward""",Shorts,YULZb6r29IY,1286,1,0,2026-09-09
2026-09-15,9:00,SK하이닉스 [SK hynix],"SK하이닉스, ‘2026 미래포럼’에서 사업 · 기술 방향성 모색 “지금이 도약의 골든 타임”",Shorts,XBli0r_xTMk,788,5,0,2026-09-09
2026-09-15,9:00,SK하이닉스 [SK hynix],"[하이피디아 4편 – 양산관리] 팹의 생산 흐름을 조율하는 키, 'TAT' ⏱️",Longform,z_HBvATC-VQ,2789,21,1,2026-09-07
2026-09-15,9:00,SK하이닉스 [SK hynix],"거대한 팹의 판을 짜는, 제조 현장의 마스터키 [양산관리] | N잡러2 EP.4",Longform,RwGn98VuPDQ,11484,86,4,2026-09-07
2026-09-15,9:00,현대자동차 채용,[Team Hyundai Talk Live] 선배사원 Talk,Longform,ZDaPbrJcfjk,14111,71,2,2026-09-04
2026-09-15,9:00,현대자동차 채용,[Team Hyundai Talk Live] 채용담당자 Talk,Longform,F6Q5kA8595k,35054,195,9,2026-09-04
2026-09-15,9:00,현대자동차 채용,[Team Hyundai Talk Live] 사업/기획 & 경영지원 인사담당자 Talk,Longform,sch9eRdbq8A,12802,141,2,2026-03-27
2026-09-15,9:00,현대자동차 채용,[Team Hyundai Talk Live] 연구개발 & 생산/제조 인사담당자 Talk,Longform,FLiu525pvNM,24219,277,11,2026-03-27
2026-09-15,9:00,현대자동차 채용,[Team Hyundai 직무 인터뷰] 공정 최적화와 데이터 기반의 전략을 세우는 소재생산관리 직무,Longform,x9QfOkqKgl8,2016,19,2,2025-12-17
2026-09-15,9:00,현대자동차 채용,[Team Hyundai 직무 인터뷰] 신뢰를 기반으로 현안 대응과 소통을 담당하는 노사기획 직무,Longform,qTfUNyAPu3M,1328,10,1,2025-12-17
